Total Steps:  10680 Episode:  470 Reward:  9.9 Episode TimeSteps:  1 Sand Penalty:  4658.0 NonSand Reward:  13640 Distance Reward:  24660 Boundary Penalty:  4580 Goal Reward:  105 Goal Penalty:  1067.7000000001244
Total Steps:  10681 Episode:  471 Reward:  9.9 Episode TimeSteps:  1 Sand Penalty:  4658.0 NonSand Reward:  13650 Distance Reward:  24680 Boundary Penalty:  4590 Goal Reward:  105 Goal Penalty:  1067.8000000001243
Total Steps:  10682 Episode:  472 Reward:  9.9 Episode TimeSteps:  1 Sand Penalty:  4658.0 NonSand Reward:  13660 Distance Reward:  24700 Boundary Penalty:  4600 Goal Reward:  105 Goal Penalty:  1067.9000000001242
Total Steps:  10683 Episode:  473 Reward:  9.9 Episode TimeSteps:  1 Sand Penalty:  4658.0 NonSand Reward:  13670 Distance Reward:  24720 Boundary Penalty:  4610 Goal Reward:  105 Goal Penalty:  1068.0000000001241
Total Steps:  10684 Episode:  474 Reward:  9.9 Episode TimeSteps:  1 Sand Penalty:  4658.0 NonSand Reward:  13680 Distance Reward:  24740 Boundary Penalty:  4620 Goal Reward:  105 Goal Penalty:  1068.100000000124
Total Steps:  10685 Episode:  475 Reward:  9.9 Episode TimeSteps:  1 Sand Penalty:  4658.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4630 Goal Reward:  105 Goal Penalty:  1068.200000000124
Total Steps:  10686 Episode:  476 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4658.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4640 Goal Reward:  105 Goal Penalty:  1068.3000000001239
Total Steps:  10687 Episode:  477 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4659.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4650 Goal Reward:  105 Goal Penalty:  1068.4000000001238
Total Steps:  10688 Episode:  478 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4659.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4660 Goal Reward:  105 Goal Penalty:  1068.5000000001237
Total Steps:  10689 Episode:  479 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4660.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4670 Goal Reward:  105 Goal Penalty:  1068.6000000001236
Total Steps:  10690 Episode:  480 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4660.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4680 Goal Reward:  105 Goal Penalty:  1068.7000000001235
Total Steps:  10691 Episode:  481 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4661.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4690 Goal Reward:  105 Goal Penalty:  1068.8000000001234
Total Steps:  10692 Episode:  482 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4661.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4700 Goal Reward:  105 Goal Penalty:  1068.9000000001233
Total Steps:  10693 Episode:  483 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4662.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4710 Goal Reward:  105 Goal Penalty:  1069.0000000001232
Total Steps:  10694 Episode:  484 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4662.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4720 Goal Reward:  105 Goal Penalty:  1069.1000000001231
Total Steps:  10695 Episode:  485 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4663.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4730 Goal Reward:  105 Goal Penalty:  1069.200000000123
Total Steps:  10696 Episode:  486 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4663.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4740 Goal Reward:  105 Goal Penalty:  1069.300000000123
Total Steps:  10697 Episode:  487 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4664.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4750 Goal Reward:  105 Goal Penalty:  1069.4000000001229
Total Steps:  10698 Episode:  488 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4664.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4760 Goal Reward:  105 Goal Penalty:  1069.5000000001228
Total Steps:  10699 Episode:  489 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4665.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4770 Goal Reward:  105 Goal Penalty:  1069.6000000001227
Total Steps:  10700 Episode:  490 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4665.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4780 Goal Reward:  105 Goal Penalty:  1069.7000000001226
Total Steps:  10701 Episode:  491 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4666.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4790 Goal Reward:  105 Goal Penalty:  1069.8000000001225
Total Steps:  10702 Episode:  492 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4666.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4800 Goal Reward:  105 Goal Penalty:  1069.9000000001224
Total Steps:  10703 Episode:  493 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4667.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4810 Goal Reward:  105 Goal Penalty:  1070.0000000001223
Total Steps:  10704 Episode:  494 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4667.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4820 Goal Reward:  105 Goal Penalty:  1070.1000000001222
Total Steps:  10705 Episode:  495 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4668.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4830 Goal Reward:  105 Goal Penalty:  1070.2000000001221
Total Steps:  10706 Episode:  496 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4668.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4840 Goal Reward:  105 Goal Penalty:  1070.300000000122
Total Steps:  10707 Episode:  497 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4669.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4850 Goal Reward:  105 Goal Penalty:  1070.400000000122
Total Steps:  10708 Episode:  498 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4669.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4860 Goal Reward:  105 Goal Penalty:  1070.5000000001219
Total Steps:  10709 Episode:  499 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4670.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4870 Goal Reward:  105 Goal Penalty:  1070.6000000001218
Total Steps:  10710 Episode:  500 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4670.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4880 Goal Reward:  105 Goal Penalty:  1070.7000000001217
Total Steps:  10711 Episode:  501 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4671.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4890 Goal Reward:  105 Goal Penalty:  1070.8000000001216
Total Steps:  10712 Episode:  502 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4671.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4900 Goal Reward:  105 Goal Penalty:  1070.9000000001215
Total Steps:  10713 Episode:  503 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4672.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4910 Goal Reward:  105 Goal Penalty:  1071.0000000001214
Total Steps:  10714 Episode:  504 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4672.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4920 Goal Reward:  105 Goal Penalty:  1071.1000000001213
Total Steps:  10715 Episode:  505 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4673.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4930 Goal Reward:  105 Goal Penalty:  1071.2000000001212
Total Steps:  10716 Episode:  506 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4673.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4940 Goal Reward:  105 Goal Penalty:  1071.3000000001211
Total Steps:  10717 Episode:  507 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4674.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4950 Goal Reward:  105 Goal Penalty:  1071.400000000121
Total Steps:  10718 Episode:  508 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4674.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4960 Goal Reward:  105 Goal Penalty:  1071.500000000121
Total Steps:  10719 Episode:  509 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4675.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4970 Goal Reward:  105 Goal Penalty:  1071.6000000001209
Total Steps:  10720 Episode:  510 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4675.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4980 Goal Reward:  105 Goal Penalty:  1071.7000000001208
Total Steps:  10721 Episode:  511 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4676.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  4990 Goal Reward:  105 Goal Penalty:  1071.8000000001207
Total Steps:  10722 Episode:  512 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4676.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5000 Goal Reward:  105 Goal Penalty:  1071.9000000001206
Total Steps:  10723 Episode:  513 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4677.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5010 Goal Reward:  105 Goal Penalty:  1072.0000000001205
Total Steps:  10724 Episode:  514 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4677.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5020 Goal Reward:  105 Goal Penalty:  1072.1000000001204
Total Steps:  10725 Episode:  515 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4678.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5030 Goal Reward:  105 Goal Penalty:  1072.2000000001203
Total Steps:  10726 Episode:  516 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4678.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5040 Goal Reward:  105 Goal Penalty:  1072.3000000001202
Total Steps:  10727 Episode:  517 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4679.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5050 Goal Reward:  105 Goal Penalty:  1072.4000000001201
Total Steps:  10728 Episode:  518 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4679.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5060 Goal Reward:  105 Goal Penalty:  1072.50000000012
Total Steps:  10729 Episode:  519 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4680.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5070 Goal Reward:  105 Goal Penalty:  1072.60000000012
Total Steps:  10730 Episode:  520 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4680.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5080 Goal Reward:  105 Goal Penalty:  1072.7000000001199
Total Steps:  10731 Episode:  521 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4681.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5090 Goal Reward:  105 Goal Penalty:  1072.8000000001198
Total Steps:  10732 Episode:  522 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4681.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5100 Goal Reward:  105 Goal Penalty:  1072.9000000001197
Total Steps:  10733 Episode:  523 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4682.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5110 Goal Reward:  105 Goal Penalty:  1073.0000000001196
Total Steps:  10734 Episode:  524 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4682.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5120 Goal Reward:  105 Goal Penalty:  1073.1000000001195
Total Steps:  10735 Episode:  525 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4683.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5130 Goal Reward:  105 Goal Penalty:  1073.2000000001194
Total Steps:  10736 Episode:  526 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4683.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5140 Goal Reward:  105 Goal Penalty:  1073.3000000001193
Total Steps:  10737 Episode:  527 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4684.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5150 Goal Reward:  105 Goal Penalty:  1073.4000000001192
Total Steps:  10738 Episode:  528 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4684.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5160 Goal Reward:  105 Goal Penalty:  1073.5000000001191
Total Steps:  10739 Episode:  529 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4685.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5170 Goal Reward:  105 Goal Penalty:  1073.600000000119
Total Steps:  10740 Episode:  530 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4685.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5180 Goal Reward:  105 Goal Penalty:  1073.700000000119
Total Steps:  10741 Episode:  531 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4686.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5190 Goal Reward:  105 Goal Penalty:  1073.8000000001189
Total Steps:  10742 Episode:  532 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4686.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5200 Goal Reward:  105 Goal Penalty:  1073.9000000001188
Total Steps:  10743 Episode:  533 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4687.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5210 Goal Reward:  105 Goal Penalty:  1074.0000000001187
Total Steps:  10744 Episode:  534 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4687.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5220 Goal Reward:  105 Goal Penalty:  1074.1000000001186
Total Steps:  10745 Episode:  535 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4688.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5230 Goal Reward:  105 Goal Penalty:  1074.2000000001185
Total Steps:  10746 Episode:  536 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4688.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5240 Goal Reward:  105 Goal Penalty:  1074.3000000001184
Total Steps:  10747 Episode:  537 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4689.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5250 Goal Reward:  105 Goal Penalty:  1074.4000000001183
Total Steps:  10748 Episode:  538 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4689.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5260 Goal Reward:  105 Goal Penalty:  1074.5000000001182
Total Steps:  10749 Episode:  539 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4690.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5270 Goal Reward:  105 Goal Penalty:  1074.6000000001181
Total Steps:  10750 Episode:  540 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4690.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5280 Goal Reward:  105 Goal Penalty:  1074.700000000118
Total Steps:  10751 Episode:  541 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4691.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5290 Goal Reward:  105 Goal Penalty:  1074.800000000118
Total Steps:  10752 Episode:  542 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4691.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5300 Goal Reward:  105 Goal Penalty:  1074.9000000001179
Total Steps:  10753 Episode:  543 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4692.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5310 Goal Reward:  105 Goal Penalty:  1075.0000000001178
Total Steps:  10754 Episode:  544 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4692.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5320 Goal Reward:  105 Goal Penalty:  1075.1000000001177
Total Steps:  10755 Episode:  545 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4693.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5330 Goal Reward:  105 Goal Penalty:  1075.2000000001176
Total Steps:  10756 Episode:  546 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4693.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5340 Goal Reward:  105 Goal Penalty:  1075.3000000001175
Total Steps:  10757 Episode:  547 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4694.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5350 Goal Reward:  105 Goal Penalty:  1075.4000000001174
Total Steps:  10758 Episode:  548 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4694.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5360 Goal Reward:  105 Goal Penalty:  1075.5000000001173
Total Steps:  10759 Episode:  549 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4695.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5370 Goal Reward:  105 Goal Penalty:  1075.6000000001172
Total Steps:  10760 Episode:  550 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4695.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5380 Goal Reward:  105 Goal Penalty:  1075.7000000001171
Total Steps:  10761 Episode:  551 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4696.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5390 Goal Reward:  105 Goal Penalty:  1075.800000000117
Total Steps:  10762 Episode:  552 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4696.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5400 Goal Reward:  105 Goal Penalty:  1075.900000000117
Total Steps:  10763 Episode:  553 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4697.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5410 Goal Reward:  105 Goal Penalty:  1076.0000000001169
Total Steps:  10764 Episode:  554 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4697.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5420 Goal Reward:  105 Goal Penalty:  1076.1000000001168
Total Steps:  10765 Episode:  555 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4698.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5430 Goal Reward:  105 Goal Penalty:  1076.2000000001167
Total Steps:  10766 Episode:  556 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4698.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5440 Goal Reward:  105 Goal Penalty:  1076.3000000001166
Total Steps:  10767 Episode:  557 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4699.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5450 Goal Reward:  105 Goal Penalty:  1076.4000000001165
Total Steps:  10768 Episode:  558 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4699.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5460 Goal Reward:  105 Goal Penalty:  1076.5000000001164
Total Steps:  10769 Episode:  559 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4700.0 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5470 Goal Reward:  105 Goal Penalty:  1076.6000000001163
Total Steps:  10770 Episode:  560 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13690 Distance Reward:  24760 Boundary Penalty:  5480 Goal Reward:  105 Goal Penalty:  1076.7000000001162
Total Steps:  10771 Episode:  561 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13700 Distance Reward:  24760 Boundary Penalty:  5490 Goal Reward:  105 Goal Penalty:  1076.8000000001161
Total Steps:  10772 Episode:  562 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13710 Distance Reward:  24760 Boundary Penalty:  5500 Goal Reward:  105 Goal Penalty:  1076.900000000116
Total Steps:  10773 Episode:  563 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13720 Distance Reward:  24760 Boundary Penalty:  5510 Goal Reward:  105 Goal Penalty:  1077.000000000116
Total Steps:  10774 Episode:  564 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13730 Distance Reward:  24760 Boundary Penalty:  5520 Goal Reward:  105 Goal Penalty:  1077.1000000001159
Total Steps:  10775 Episode:  565 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13740 Distance Reward:  24760 Boundary Penalty:  5530 Goal Reward:  105 Goal Penalty:  1077.2000000001158
Total Steps:  10776 Episode:  566 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13750 Distance Reward:  24760 Boundary Penalty:  5540 Goal Reward:  105 Goal Penalty:  1077.3000000001157
Total Steps:  10777 Episode:  567 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13760 Distance Reward:  24760 Boundary Penalty:  5550 Goal Reward:  105 Goal Penalty:  1077.4000000001156
Total Steps:  10778 Episode:  568 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13770 Distance Reward:  24760 Boundary Penalty:  5560 Goal Reward:  105 Goal Penalty:  1077.5000000001155
Total Steps:  10779 Episode:  569 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13780 Distance Reward:  24760 Boundary Penalty:  5570 Goal Reward:  105 Goal Penalty:  1077.6000000001154
Total Steps:  10780 Episode:  570 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13790 Distance Reward:  24760 Boundary Penalty:  5580 Goal Reward:  105 Goal Penalty:  1077.7000000001153
Total Steps:  10781 Episode:  571 Reward:  -0.1 Episode TimeSteps:  1 Sand Penalty:  4700.5 NonSand Reward:  13800 Distance Reward:  24760 Boundary Penalty:  5590 Goal Reward:  105 Goal Penalty:  1077.8000000001152
Total Steps:  10782 Episode:  572 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4701.0 NonSand Reward:  13800 Distance Reward:  24760 Boundary Penalty:  5600 Goal Reward:  105 Goal Penalty:  1077.9000000001151
Total Steps:  10783 Episode:  573 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4701.5 NonSand Reward:  13800 Distance Reward:  24760 Boundary Penalty:  5610 Goal Reward:  105 Goal Penalty:  1078.000000000115
Total Steps:  10784 Episode:  574 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4702.0 NonSand Reward:  13800 Distance Reward:  24760 Boundary Penalty:  5620 Goal Reward:  105 Goal Penalty:  1078.100000000115
Total Steps:  10996 Episode:  575 Reward:  67.60000000000045 Episode TimeSteps:  212 Sand Penalty:  4803.0 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5630 Goal Reward:  105 Goal Penalty:  1099.3000000000957
Total Steps:  10997 Episode:  576 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4803.5 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5640 Goal Reward:  105 Goal Penalty:  1099.4000000000956
Total Steps:  10998 Episode:  577 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4804.0 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5650 Goal Reward:  105 Goal Penalty:  1099.5000000000955
Total Steps:  10999 Episode:  578 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4804.5 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5660 Goal Reward:  105 Goal Penalty:  1099.6000000000954
Total Steps:  11000 Episode:  579 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4805.0 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5670 Goal Reward:  105 Goal Penalty:  1099.7000000000953
Total Steps:  11001 Episode:  580 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4805.5 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5680 Goal Reward:  105 Goal Penalty:  1099.8000000000952
Total Steps:  11002 Episode:  581 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4806.0 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5690 Goal Reward:  105 Goal Penalty:  1099.9000000000951
Total Steps:  11003 Episode:  582 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4806.5 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5700 Goal Reward:  105 Goal Penalty:  1100.000000000095
Total Steps:  11004 Episode:  583 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4807.0 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5710 Goal Reward:  105 Goal Penalty:  1100.100000000095
Total Steps:  11005 Episode:  584 Reward:  -10.799999999999999 Episode TimeSteps:  1 Sand Penalty:  4807.5 NonSand Reward:  13900 Distance Reward:  24960 Boundary Penalty:  5720 Goal Reward:  105 Goal Penalty:  1100.2000000000949
